Sample_number,Waterbody_name,Beach_name,Beach_access_num,Latitude,Longitude,Collection_date,Collection_time,MC-LR_conc,Total_cyano_cell_count,Microcystis_mcyE,Anabaena_mcyE,Planktothrix_mcyE,Sample_type,Water_description_additional,Turbidity,Color,Water_temp,Wind_direction,Rainfall_24h_bool,Rainfall_24h_mm,EOB,Year,Month,Day
M161249,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2016-06-20,12:20:00,<0.10,308.0,0.0,0.0,0.0,Composite,,Clear,Colourless,27.0,No wind,False,0,No evidence,2016,6,20
M161250,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2016-06-27,08:50:00,0.18,84880.0,183.25,0.0,0.0,Composite,,Clear,Colourless,20.7,No wind,False,0,No evidence,2016,6,27
M161257,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2016-07-18,11:20:00,2.88,690626.0,1410.0,0.0,0.0,Composite,,Slight,Green,,No wind,False,0,Particles in water,2016,7,18
M161985,Hasse Lake,Hasse Lake Day Use Area,9601224.0,53.49002,-114.177402,2016-08-08,11:15:00,1.55,338661.0,26000.0,0.0,0.0,Composite,,Moderate,Green,18.0,No wind,False,0,Streaks on surface,2016,8,8
M161292,Hastings Lake,Hastings Lake Bible Camp Beach,9010190.0,53.411029,-112.908935,2016-06-13,09:45:00,0.64,1132711.0,1147.5,0.0,0.0,Composite,,Slight,Colourless,16.7,W,False,0,No evidence,2016,6,13
M161254,Hastings Lake,Hastings Lake Bible Camp Beach,9010190.0,53.411029,-112.908935,2016-06-20,10:40:00,0.76,411593.0,297.5,0.0,0.0,Composite,,Clear,Colourless,18.3,No wind,False,0,No evidence,2016,6,20
M161291,Hastings Lake,Hastings Lake Bible Camp Beach,9010190.0,53.411029,-112.908935,2016-06-27,09:58:00,1.25,516615.0,955.0000000000001,0.0,0.0,Composite,,Moderate,Green,21.0,No wind,False,0,Streaks on surface,2016,6,27
M161285,Hastings Lake,Hastings Lake Bible Camp Beach,9010190.0,53.411029,-112.908935,2016-07-04,11:45:00,1.28,988822.0,3575.0,0.0,0.0,Composite,,Moderate,Green,21.0,No wind,False,0,Streaks on surface,2016,7,4
M161287,Hastings Lake,Hastings Lake Bible Camp Beach,9010190.0,53.411029,-112.908935,2016-07-11,10:00:00,4.01,328250.0,11750.0,0.0,437.5,Composite,,Moderate,Green,17.0,W,True,,Streaks on surface,2016,7,11
M161022,Hubbles Lake,Hubbles Lake Resort,9350169.0,53.56463,-114.093747,2016-06-13,09:45:00,0.11,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,No wind,False,0,No evidence,2016,6,13
M161025,Hubbles Lake,Hubbles Lake Resort,9350169.0,53.56463,-114.093747,2016-07-13,07:30:00,0.1,263574.0,0.0,0.0,0.0,Composite,,Clear,Colourless,21.0,No wind,False,0,No evidence,2016,7,13
M161023,Hubbles Lake,Hubbles Lake Resort,9350169.0,53.56463,-114.093747,2016-08-22,08:23:00,0.1,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,S,True,5,No evidence,2016,8,22
M161247,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-06-13,10:05:00,2.21,30799.0,2925.0,0.0,0.0,Composite,,Slight,Green,18.2,No wind,False,0,Particles in water,2016,6,13
M161248,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-06-20,09:30:00,1.5,87961.0,2925.0,0.0,0.0,Composite,,Slight,Colourless,18.6,No wind,,,Particles in water,2016,6,20
M161252,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-06-27,,5,22483.0,5850.0,0.0,0.0,Composite,,Slight,Green,21.7,No wind,False,0,Particles in water,2016,6,27
M161201,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-07-04,11:30:00,5.15,66848.0,19800.0,0.0,0.0,Composite,,Moderate,Green,23.6,No wind,False,0,Streaks on surface,2016,7,4
M161996,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-07-25,14:20:00,4.59,165498.0,242500.0,0.0,0.0,Composite,,Moderate,Green,17.0,No wind,False,0,Particles in water,2016,7,25
M161998,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-08-02,12:00:00,22.85,222399.0,1572500.0,0.0,0.0,Composite,,Moderate,Green,18.0,No wind,False,0,Scums on surface,2016,8,2
M161988,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-08-08,13:30:00,4.94,95860.0,221250.0,0.0,0.0,Composite,,Total,Green,18.0,No wind,False,0,Scums on surface,2016,8,8
M161990,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-08-15,11:30:00,2.93,158122.0,110750.0,0.0,0.0,Composite,,Moderate,Green,18.0,No wind,False,0,Particles in water,2016,8,15
M161992,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-08-22,,5.99,97333.0,,,,Composite,,Moderate,Green,14.0,W,True,,Particles in water,2016,8,22
M161993,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2016-08-29,12:15:00,4.13,160091.0,57500.0,0.0,0.0,Composite,,Slight,Brown,10.0,W,False,0,Particles in water,2016,8,29
M161243,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-06-13,12:50:00,0.32,7084.0,295.0,0.0,0.0,Composite,,Clear,Colourless,20.5,No wind,False,0,No evidence,2016,6,13
M161202,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-07-04,09:00:00,2.04,641441.0,1982.5,0.0,0.0,Composite,,Slight,Colourless,22.0,No wind,False,0,Particles in water,2016,7,4
M161995,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-07-25,10:55:00,1.71,283145.0,14225.0,0.0,0.0,Composite,,Clear,Green,17.0,No wind,False,0,Particles in water,2016,7,25
M161997,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-08-02,09:28:00,2.96,139831.0,22425.0,0.0,0.0,Composite,,Clear,Green,18.0,NW,False,0,Particles in water,2016,8,2
M161984,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-08-08,10:10:00,9.03,488663.0,557500.0,0.0,0.0,Composite,,Moderate,Green,18.0,No wind,False,0,Streaks on surface,2016,8,8
M161989,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-08-15,10:15:00,2.85,222196.0,32000.0,0.0,0.0,Composite,,Slight,Green,18.0,No wind,False,0,Particles in water,2016,8,15
M161991,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-08-22,08:00:00,1.92,83512.0,8800.0,0.0,0.0,Composite,,Slight,Green,14.0,W,True,,Particles in water,2016,8,22
M161994,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2016-08-29,09:50:00,2.23,126274.0,6175.0,0.0,0.0,Composite,,Slight,Green,14.0,W,False,0,Particles in water,2016,8,29
M161745,Jackfish Lake (Athabasca),Jackfish Lake Campground Beach,9050351.0,54.799326,-113.103419,2016-08-26,11:00:00,<0.10,158674.0,,,,Grab,,Moderate,Green,18.2,N,True,,No evidence,2016,8,26
M161702,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2016-06-13,11:45:00,,1540.0,0.0,0.0,0.0,Composite,,Slight,Green,18.0,SW,False,0,No evidence,2016,6,13
M161678,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2016-06-27,10:45:00,<0.10,449321.0,5625.0,138.5,0.0,Composite,,Clear,Green,20.0,No wind,True,0.2,No evidence,2016,6,27
M161679,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2016-07-11,10:30:00,0.17,279620.0,61.75000000000001,0.0,0.0,Composite,Some grass clipping like particles in the water,Slight,Green,20.0,W,True,1.2,Particles in water,2016,7,11
M161687,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2016-07-25,11:15:00,0.36,153533.0,0.0,0.0,0.0,Composite,,Moderate,Green,22.0,W,True,0.1,Particles in water,2016,7,25
M161699,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2016-08-08,11:15:00,0.81,311067.0,5025.0,350.0,0.0,Composite,,Clear,Green,21.3,W,False,0,Particles in water,2016,8,8
M161683,Kehiwin Lake,Kehiwin Provincial Recreation Area,9622402.0,54.037753,-110.904915,2016-08-22,11:30:00,0.76,148820.0,14550.0,1222.5,0.0,Composite,,Moderate,Green,19.9,S,True,4,Particles in water,2016,8,22
M161743,Lac La Biche,McGrane Park,9621063.0,54.829564,-112.042409,2016-07-14,11:45:00,3.35,1847916.0,,,,Grab,Visual evidence of blue-green algae seen,Total,Green,23.1,No wind,False,0,Scums on surface,2016,7,14
M161134,Lac La Biche,Sir Winston Churchill Provincial Park - Day Use Beach,9621462.0,54.839382,-111.965676,2016-06-27,10:15:00,<0.10,59996.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,No wind,False,0,Particles in water,2016,6,27
M161135,Lac La Biche,Sir Winston Churchill Provincial Park - Day Use Beach,9621462.0,54.839382,-111.965676,2016-07-04,10:05:00,0.12,51126.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,NW,True,3,No evidence,2016,7,4
M161136,Lac La Biche,Sir Winston Churchill Provincial Park - Day Use Beach,9621462.0,54.839382,-111.965676,2016-07-11,10:05:00,0.31,89460.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,No wind,True,1,No evidence,2016,7,11
M161138,Lac La Biche,Sir Winston Churchill Provincial Park - Day Use Beach,9621462.0,54.839382,-111.965676,2016-07-19,11:45:00,0.15,398362.0,1850.0,0.0,0.0,Composite,,Slight,Brown,21.0,E,False,0,Particles in water,2016,7,19
M161002,Lac La Biche,Sir Winston Churchill Provincial Park - Day Use Beach,9621462.0,54.839382,-111.965676,2016-07-25,09:45:00,0.2,43672.0,227.99999999999997,0.0,0.0,Composite,,Clear,Colourless,24.0,NE,False,0,Particles in water,2016,7,25
M161705,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2016-05-31,13:15:00,0.23,23054.0,149.5,0.0,0.0,Composite,,Clear,Colourless,17.0,No wind,False,0,No evidence,2016,5,31
M161707,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2016-06-14,12:43:00,0.19,986.0,0.0,0.0,0.0,Composite,,Clear,Colourless,17.8,No wind,False,0,No evidence,2016,6,14
M161710,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2016-06-28,13:20:00,1.92,568095.0,33500.0,0.0,0.0,Composite,Odours detected; green/blue slime noted near the shoreline; cloudy/green water & evidence of surface scum; sunny/warm weather; ambient air temperature 23.5 °C,Moderate,Green,27.1,No wind,True,~1,Scums on surface,2016,6,28
M161715,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2016-07-26,12:20:00,5.1,236810.0,38000.0,0.0,0.0,Composite,blue/green algae noted near/on shoreline; green particles noted on surface; odours detected; cloudy/sunny weather; ambient air temp ~20.1 °C,Moderate,Green,25.1,N,True,~1,Scums on surface,2016,7,26
M161718,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2016-08-23,12:30:00,12.59,325234.0,76750.0,0.0,0.0,Composite,Green particles present on the surface and in the water; cloudy/windy; ambient air temperature 13 °C,Slight,Green,15.1,N,True,~10,Particles in water,2016,8,23
M161703,Lac Ste. Anne,Alberta Beach,9410333.0,53.675768,-114.358613,2016-05-31,10:15:00,0.13,6507.0,163.25,0.0,0.0,Composite,,Clear,Colourless,15.0,No wind,False,0,No evidence,2016,5,31
M161706,Lac Ste. Anne,Alberta Beach,9410333.0,53.675768,-114.358613,2016-06-14,09:38:00,0.37,2309896.0,457.5,297.5,0.0,Composite,,Clear,Colourless,16.5,No wind,False,0,No evidence,2016,6,14
M161711,Lac Ste. Anne,Alberta Beach,9410333.0,53.675768,-114.358613,2016-06-28,10:15:00,0.19,1086724.0,420.0,146.25,0.0,Composite,Odours noted; green patches (scum) on the surface close to shoreline; weather sunny/warm; ambient air temperature 22 °C,Moderate,Brown,21.3,No wind,True,~1,Scums on surface,2016,6,28
M161713,Lac Ste. Anne,Alberta Beach,9410333.0,53.675768,-114.358613,2016-07-26,09:40:00,0.37,15400.0,2435.0,0.0,0.0,Composite,No sign of algae bloom; clear water; mostly cloudy; ambient air temperature ~22 °C,Clear,Colourless,20.1,N,True,~1,No evidence,2016,7,26
M161716,Lac Ste. Anne,Alberta Beach,9410333.0,53.675768,-114.358613,2016-08-23,09:30:00,4.2,175490.0,34000.0,0.0,0.0,Composite,No evidence of cyanobacterial bloom noted; weather rainy/windy; ambient air temperature 15 °C,Clear,Colourless,14.5,N,True,>10,No evidence,2016,8,23
M161488,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-06-06,10:45:00,0.11,0.0,0.0,0.0,0.0,Composite,Very windy at time of sampling; water blue colour,Moderate,Other,17.4,N,False,0,No evidence,2016,6,6
M161490,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-06-13,11:05:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,16.6,No wind,False,0,No evidence,2016,6,13
M161491,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-06-20,11:45:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,16.6,No wind,False,0,No evidence,2016,6,20
M161484,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-06-27,11:15:00,<0.10,123810.0,0.0,0.0,0.0,Composite,,Clear,Brown,17.8,N,False,0,No evidence,2016,6,27
M161487,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-07-04,12:15:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Moderate,Brown,20.6,No wind,False,0,No evidence,2016,7,4
M161496,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-07-11,12:00:00,<0.10,0.0,0.0,0.0,0.0,Composite,Brown and green colour,Slight,Other,19.6,N,True,4,No evidence,2016,7,11
M161504,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-07-25,12:30:00,0.1,190951.0,0.0,0.0,0.0,Composite,,Slight,Brown,22.0,No wind,False,0,Particles in water,2016,7,25
M161516,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-08-02,12:00:00,0.12,0.0,58.5,0.0,0.0,Composite,,Clear,Green,22.2,N,False,0,Particles in water,2016,8,2
M161518,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-08-08,11:00:00,0.12,542055.0,154.0,0.0,0.0,Composite,,Clear,Colourless,21.4,S,False,0,No evidence,2016,8,8
M161509,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-08-15,15:00:00,0.16,493.0,0.0,0.0,0.0,Composite,,Slight,Green,24.8,No wind,False,0,Particles in water,2016,8,15
M161511,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-08-22,11:00:00,0.15,354492.0,1280.0,0.0,0.0,Composite,,Clear,Colourless,20.2,No wind,False,0,No evidence,2016,8,22
M161520,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2016-08-29,11:30:00,0.18,32339.0,517.5,0.0,0.0,Composite,,Clear,Green,17.3,NE,False,0,Particles in water,2016,8,29
M161704,Lessard Lake,Lessard Lake Campground,9410373.0,53.777495,-114.65562,2016-05-31,11:50:00,0.34,25549.0,149.0,0.0,0.0,Composite,,Slight,Brown,18.0,No wind,False,0,No evidence,2016,5,31
M161708,Lessard Lake,Lessard Lake Campground,9410373.0,53.777495,-114.65562,2016-06-14,11:18:00,0.44,68065.0,0.0,0.0,0.0,Composite,,Clear,Brown,19.4,No wind,False,0,No evidence,2016,6,14
M161709,Lessard Lake,Lessard Lake Campground,9410373.0,53.777495,-114.65562,2016-06-28,11:30:00,0.11,577567.0,347.5,0.0,0.0,Composite,Some particles noted in water but no concrete evidence of blue green algae; no odours detected; sunny warm weather; ambient air temperature ~23 °C,Slight,Colourless,22.5,N,True,~1,Particles in water,2016,6,28
M161714,Lessard Lake,Lessard Lake Campground,9410373.0,53.777495,-114.65562,2016-07-26,10:52:00,0.28,399150.0,1320.0,0.0,0.0,Composite,Brown slightly turbid water; no evidence of bloom; sunny/hot weather; ambient air temperature 24 °C,Slight,Brown,22.1,No wind,True,~1,No evidence,2016,7,26
M161717,Lessard Lake,Lessard Lake Campground,9410373.0,53.777495,-114.65562,2016-08-23,10:45:00,0.62,313099.0,3950.0,0.0,0.0,Composite,No evidence of cyanobacterial bloom; presence of duckweed noted along the shoreline; windy/rainy; ambient air temperature ~12.5 °C,Clear,Brown,13.2,N,True,>10,No evidence,2016,8,23
M161742,Long Lake,Long Lake Provincial Park Main Beach,9401013.0,54.436185,-112.762474,2016-07-08,11:00:00,<0.10,13394.0,,,,Composite,,Moderate,Green,,NE,True,,Particles in water,2016,7,8
M161682,Lower Thérien Lake,Crestview Beach,9010218.0,53.92478,-111.372924,2016-07-19,10:00:00,5.07,0.0,,,,Composite,,Slight,Colourless,21.0,No wind,False,0,Particles in water,2016,7,19
M161244,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2016-06-13,12:30:00,0.12,2617882.0,0.0,0.0,0.0,Composite,,Clear,Colourless,18.8,No wind,,,No evidence,2016,6,13
M161288,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2016-07-18,09:40:00,0.22,96708.0,652.5,0.0,0.0,Composite,,Clear,Colourless,,No wind,False,0,Particles in water,2016,7,18
M161999,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2016-08-08,10:30:00,0.14,89871.0,0.0,0.0,0.0,Composite,,Clear,Colourless,18.0,No wind,False,0,No evidence,2016,8,8
M161673,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2016-06-13,13:15:00,,8932.0,0.0,0.0,0.0,Composite,,Clear,Green,19.0,S,False,0,No evidence,2016,6,13
M161674,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2016-06-27,11:45:00,0.11,7084.0,1030.0,0.0,0.0,Composite,,Clear,Colourless,21.0,SW,True,3.8,No evidence,2016,6,27
M161681,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2016-07-11,11:45:00,0.24,517417.0,3225.0,51.5,0.0,Composite,,Clear,Colourless,21.0,NE,True,1.2,No evidence,2016,7,11
M161700,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2016-08-08,12:15:00,0.68,155164.0,163.75,7225.0,0.0,Composite,,Clear,Colourless,21.7,No wind,False,0,No evidence,2016,8,8
M161476,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-06-07,15:20:00,0.11,0.0,0.0,0.0,0.0,Composite,Filamentous algae present,Total,Green,23.0,No wind,False,0,Particles in water,2016,6,7
M161477,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-06-14,11:45:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,12.0,No wind,False,0,No evidence,2016,6,14
M161478,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-06-21,10:55:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.9,No wind,False,0,No evidence,2016,6,21
M161464,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-06-28,08:50:00,0.14,4065.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.4,No wind,False,0,No evidence,2016,6,28
M161465,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-07-05,11:40:00,<0.10,2464.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.4,No wind,,,No evidence,2016,7,5
M161466,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-07-12,,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.7,No wind,,,No evidence,2016,7,12
M161474,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-07-19,,0.11,7884.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.4,No wind,True,,No evidence,2016,7,19
M161467,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-07-26,11:51:00,0.11,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,22.4,No wind,False,0,No evidence,2016,7,26
M161468,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-08-02,12:30:00,0.17,4681.0,167.0,0.0,0.0,Composite,,Clear,Colourless,21.7,No wind,False,0,No evidence,2016,8,2
M161475,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-08-09,11:50:00,0.2,3080.0,592.5,0.0,0.0,Composite,,Clear,Colourless,21.1,No wind,False,0,No evidence,2016,8,9
M161469,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-08-16,11:55:00,0.18,10410.0,99.75,0.0,0.0,Composite,,Clear,Colourless,23.5,No wind,False,0,No evidence,2016,8,16
M161471,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-08-23,12:10:00,1.47,0.0,44750.0,0.0,0.0,Composite,,Clear,Colourless,15.4,No wind,False,0,No evidence,2016,8,23
M161472,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2016-08-30,11:45:00,3.6,63445.0,35500.0,0.0,0.0,Composite,,Clear,Colourless,17.1,No wind,False,0,No evidence,2016,8,30
M161418,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-06-01,10:30:00,<0.10,0.0,,,,Composite,,Clear,Colourless,15.0,No wind,,,No evidence,2016,6,1
M161420,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-06-07,13:00:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,W,False,0,No evidence,2016,6,7
M161422,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-06-14,13:30:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,18.0,N,True,1,No evidence,2016,6,14
M161425,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-06-21,12:45:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,N,True,1,No evidence,2016,6,21
M161427,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-06-28,12:30:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,No wind,False,0,No evidence,2016,6,28
M161429,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-07-05,12:35:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,NE,False,0,No evidence,2016,7,5
M161431,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-07-12,12:35:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,NE,True,3,No evidence,2016,7,12
M161433,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-07-19,12:45:00,<0.10,12319.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,NE,True,2,No evidence,2016,7,19
M161435,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-07-26,12:45:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,No wind,True,2,No evidence,2016,7,26
M161437,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-08-02,12:45:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,No wind,False,0,No evidence,2016,8,2
M161439,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-08-08,12:35:00,<0.10,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,17.0,NE,True,5,No evidence,2016,8,8
M161441,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-08-17,12:10:00,<0.10,1540.0,0.0,0.0,0.0,Composite,,Clear,Colourless,18.0,No wind,False,0,No evidence,2016,8,17
M161770,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2016-08-24,12:40:00,<0.10,1429055.0,0.0,0.0,0.0,Composite,,Clear,Colourless,18.0,No wind,False,0,No evidence,2016,8,24
M161380,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-05-31,12:45:00,0.1,0.0,69.0,0.0,0.0,Composite,3 families of geese with 16 Goslings were present around the beach; air temperature 15 °C,,,7.0,,,,,2016,5,31
M161386,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-06-07,12:15:00,0.13,2856.0,0.0,0.0,0.0,Composite,Air temperature 22 °C,Slight,Brown,15.0,NW,True,1,Particles in water,2016,6,7
M161369,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-06-14,11:50:00,<0.10,84696.0,0.0,0.0,0.0,Composite,Air temperature 17 °C,Slight,Green,10.0,NW,False,0,Particles in water,2016,6,14
M161392,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-06-21,11:30:00,0.12,84757.0,0.0,0.0,0.0,Composite,Suspected goose feces at several spots at beach shore; Air temperature 20 °C,Slight,Green,14.0,NW,False,0,Particles in water,2016,6,21
M161388,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-06-28,11:20:00,0.12,9117.0,0.0,0.0,0.0,Composite,Air temperature 22 °C,Slight,Green,15.0,NW,False,0,Particles in water,2016,6,28
M161395,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-07-05,11:40:00,0.11,409495.0,0.0,0.0,0.0,Composite,Moderate wave tide on beach shore; Air temperature 18 °C,Slight,Green,10.0,NW,False,0,Particles in water,2016,7,5
M161398,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-07-12,11:40:00,<0.10,139126.0,0.0,0.0,0.0,Composite,"Evidence of goose feces at beach shore, on the ground; air temperature 19 °C",Slight,Green,14.0,NW,False,0,Particles in water,2016,7,12
M161364,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-07-19,11:40:00,<0.10,382703.0,477.50000000000006,0.0,0.0,Composite,Air temperature 22 °C,Slight,Green,16.0,NW,False,0,Particles in water,2016,7,19
M161401,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-07-26,13:00:00,<0.10,519462.0,345.0,0.0,0.0,Composite,Greenish streaks noticed at beach shore suspected to be filamentous algae; very mild wind; air temperature 23 °C,Slight,Green,19.0,NW,True,0.1,Particles in water,2016,7,26
M161340,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2016-08-02,12:20:00,0.11,158725.0,0.0,0.0,0.0,Composite,Moderate amount of filamentous looking streaks along beach line up to boat launch/docks fronts; air temperature 20 °C,Slight,Green,12.0,NW,False,0,Particles in water,2016,8,2
