Sample_number,Waterbody_name,Beach_name,Beach_access_num,Latitude,Longitude,Collection_date,Collection_time,MC-LR_conc,Total_cyano_cell_count,Microcystis_mcyE,Anabaena_mcyE,Planktothrix_mcyE,Sample_type,Water_description_additional,Turbidity,Color,Water_temp,Wind_direction,Rainfall_24h_bool,Rainfall_24h_mm,EOB,Year,Month,Day
M151372,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-07-21,10:34:59.998000,0.46,1455131.0,20350.0,0.0,0.0,Composite,Both grass clipping-style and rounder particles,Slight,Green,11.0,N,True,10,Particles in water,2015,7,21
M151377,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-07-28,10:39:59.996000,0.43,5610115.0,5125.0,0.0,0.0,Composite,Windy and wavy; seagulls on shore,Slight,Green,12.0,N,False,0,Particles in water,2015,7,28
M151382,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-08-04,10:39:59.996000,0.2,113647.0,522.5,0.0,0.0,Composite,Light rain at the time of sampling; quite windy & waves,Moderate,Green,16.0,NW,True,1,Particles in water,2015,8,4
M151387,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-08-11,11:05:00.004000,2.39,199388.0,26500.0,0.0,0.0,Composite,Some green scum near shore but not large sections; flocculated blue green in water column - pre-scum conditions?; tractor just raked shore,Slight,Green,17.0,N,False,0,Particles in water,2015,8,11
M151392,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-08-18,10:39:59.996000,8.49,1687938.0,5900.0,0.0,0.0,Composite,Thin scum & streaks near shore (brown in colour); lots of green particles in the water; lots of seabird feathers on shore; gentle waves and wind,Moderate,Green,5.0,N,True,3,Streaks on surface,2015,8,18
M151397,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-08-25,11:19:59.998000,7.95,131302.0,52750.0,0.0,0.0,Composite,Total turbidity where thick scum present; many birds present,Moderate,Green,11.0,N,False,0,Scums on surface,2015,8,25
M151402,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-09-01,11:10:00.002000,13.26,1300834.0,99500.0,0.0,0.0,Composite,Some broken up pieces of algae; foam & some scum on shore,Moderate,Green,7.0,NW,False,0,Particles in water,2015,9,1
M151407,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2015-09-08,11:15:00,7.06,331007.0,16575.0,0.0,0.0,Composite,Lots of scum on shore,Total,Green,12.0,No wind,False,0,Scums on surface,2015,9,8
M151428,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-06-09,12:09:59.996000,<0.10,101859.0,0.0,0.0,0.0,Composite,Almost clear; earlier activity by tractor today,Slight,Green,21.0,S,False,0,Particles in water,2015,6,9
M151423,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-06-16,12:00:00,0.1,105831.0,0.0,0.0,0.0,Composite,"Few particles; due to appearance of new sand bars water level likely dropped about 6-12""; wind fairly calm",Clear,Green,18.0,N,False,0,Particles in water,2015,6,16
M151413,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-06-23,11:39:59.999000,<0.10,490252.0,0.0,0.0,0.0,Composite,Calm,Slight,Green,18.0,No wind,True,3,Particles in water,2015,6,23
M151418,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-07-02,11:05:00.004000,<0.10,70232.0,3150.0,0.0,0.0,Composite,Clearest sampler has seen this beach,Clear,Green,21.0,W,False,0,Particles in water,2015,7,2
M151363,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-07-07,11:35:00.001000,<0.10,185188.0,221.5,0.0,0.0,Composite,Plant debris on shore (brown & green); water with mild waves from wind; more brown particles at knee depth,Slight,Green,15.0,NW,False,0,Particles in water,2015,7,7
M151368,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-07-14,11:15:00,0.12,776319.0,655.0,0.0,0.0,Composite,,Slight,Green,15.0,N,False,0,Particles in water,2015,7,14
M151373,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-07-21,11:10:00.002000,0.43,415346.0,5625.0,0.0,0.0,Composite,Lots of green vegetation on shore; grass clipping and round particles,Slight,Green,16.0,N,True,10,Particles in water,2015,7,21
M151378,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-07-28,11:19:59.998000,0.65,842493.0,20025.0,0.0,0.0,Composite,>100 seagulls at beach; windy,Slight,Green,10.0,NW,False,0,Particles in water,2015,7,28
M151383,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-08-04,11:19:59.998000,0.37,666059.0,3675.0,0.0,0.0,Composite,Rain just prior to sampling,Moderate,Green,14.0,N,True,1,Particles in water,2015,8,4
M151388,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-08-11,11:44:59.997000,4.03,1218437.0,74000.0,0.0,0.0,Composite,"Lots of particles in water, some flocculating",Moderate,Green,18.0,N,False,0,Particles in water,2015,8,11
M151393,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-08-18,11:15:00,4.84,1469696.0,37500.0,0.0,0.0,Composite, Some streaks a few m from shore; public observed scum last night; Over 100 seabirds along beach; 1 dead fish on shore,Moderate,Green,10.0,N,True,3,Streaks on surface,2015,8,18
M151398,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-08-25,12:04:59.998000,5.64,917088.0,19000.0,0.0,0.0,Composite,Over 200-300 seagulls at time of sampling; many feathers; bad smell; brownish red & green particles,Total,Green,12.0,N,False,0,Scums on surface,2015,8,25
M151403,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-09-01,11:44:59.997000,8.17,327324.0,13775.0,0.0,0.0,Composite,"Over 200 birds, scum & foam on shore",Moderate,Green,12.0,NW,False,0,Particles in water,2015,9,1
M151408,Pigeon Lake,Ma-Me-O - 10th Street,9010098.0,52.968576,-113.973721,2015-09-08,11:44:59.997000,14.92,4403362.0,84250.0,0.0,0.0,Composite,Calm,Total,Green,14.0,No wind,False,0,Scums on surface,2015,9,8
M151493,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-06-08,,0.1,25465.0,935.0,0.0,0.0,Composite,,Clear,Colourless,19.0,NE,False,0,Particles in water,2015,6,8
M151433,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-06-15,12:00:00,<0.10,497836.0,0.0,0.0,0.0,Composite,,Slight,Colourless,16.6,NW,False,0,Streaks on surface,2015,6,15
M151431,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-06-22,12:04:59.998000,<0.10,590323.0,412.5,0.0,0.0,Composite,,Slight,Colourless,16.5,NW,,,Particles in water,2015,6,22
M151472,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-07-06,,,270360.0,1110.0,0.0,0.0,,,,,,,,,,2015,7,6
M151498,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-08-06,11:30:00.003000,0.31,52040.0,442.5,0.0,0.0,Composite,,Slight,Green,17.2,,True,,Particles in water,2015,8,6
M151487,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-08-10,10:00:00.003000,7.76,76201.0,1512.5,0.0,0.0,Composite,,Total,Green,20.3,,True,,Scums on surface,2015,8,10
M151489,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-08-17,09:40:00.002000,0.92,258784.0,22275.0,0.0,0.0,Composite,,Total,Green,15.1,,True,,Scums on surface,2015,8,17
M151478,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-08-24,11:15:00,1.99,314288.0,20150.0,0.0,0.0,Composite,,Total,Green,17.0,,False,0,Scums on surface,2015,8,24
M151534,Pigeon Lake,Mission,9601216.0,53.080765,-114.130377,2015-08-31,11:50:00.004000,7.25,433171.0,23575.0,0.0,0.0,Composite,,Total,Green,17.3,,,,Scums on surface,2015,8,31
M151430,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-06-09,13:34:59.998000,<0.10,76394.0,191.75,0.0,0.0,Composite,"Almost clear water, very few particles present, looks pretty good today",Slight,Green,19.0,W,False,0,Particles in water,2015,6,9
M151425,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-06-16,13:20:00.004000,0.2,1058059.0,745.0,0.0,0.0,Composite,Few particles,Clear,Green,17.0,S,False,0,Particles in water,2015,6,16
M151415,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-06-23,13:30:00,0.11,234144.0,572.5,0.0,0.0,Composite,"Small amount of foam on shore; at hip deep, cannot see bottom due to particles",Moderate,Green,17.0,SE,True,3,Particles in water,2015,6,23
M151420,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-07-02,12:40:00.002000,<0.10,36643.0,277.5,0.0,0.0,Composite,Streaks fairly close together at least 5 m off shore; very dense particles (cannot see wine thief more than half way); lots of activity on lake could be preventing swimming,Moderate,Green,24.0,No wind,False,0,Streaks on surface,2015,7,2
M151365,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-07-07,13:05:00.001000,0.28,222017.0,134.5,0.0,0.0,Composite,"Particles appear brown in colour, particles throughout water column, thick white foam on shore; aquatic grass and dead fish on shore",Moderate,Green,15.0,N,False,0,Streaks on surface,2015,7,7
M151799,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-07-07,13:05:00.001000,0.63,1044996.0,,,,Grab,"Particles appear brown in colour, particles throughout water column, thick white foam on shore; aquatic grass and dead fish on shore",Moderate,Green,15.0,N,False,0,Streaks on surface,2015,7,7
M151370,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-07-14,12:40:00.002000,0.13,65513.0,81.75,0.0,0.0,Composite,Some waves & wind,Slight,Green,15.0,N,False,0,Particles in water,2015,7,14
M151375,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-07-21,12:49:59.998000,0.42,96772.0,27250.0,0.0,0.0,Composite,Both grass clipping and round particles,Moderate,Green,15.0,E,True,10,Particles in water,2015,7,21
M151380,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-07-28,12:45:00,0.64,214706.0,12225.0,0.0,0.0,Composite,Seagull feathers on shore; strong wind; filamentous algae scum near buoys,Moderate,Green,10.0,N,False,0,Particles in water,2015,7,28
M151385,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-08-04,12:45:00,<0.10,209405.0,1157.5,0.0,0.0,Composite,Windy & wavy; light rain at 10-11 AM; filamentous scum by buoys no longer present,Moderate,Green,18.0,N,True,1,Particles in water,2015,8,4
M151390,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-08-11,13:45:00.003000,13.5,309388.0,6800.0,0.0,0.0,Composite,"Green, blue and reddish brown scum on surface; Blue, green & red remnants on shore; more particles on surface; moderately turbid if bloom is moved",Total,Green,23.0,No wind,False,0,Scums on surface,2015,8,11
M151802,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-08-11,13:50:00.001000,107.21,294222.0,,,,Grab,"Green, blue and reddish brown scum on surface; Blue, green & red remnants on shore; more particles on surface; moderately turbid if bloom is moved",Total,Green,23.0,No wind,False,0,Scums on surface,2015,8,11
M151395,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-08-18,12:49:59.998000,2.83,281507.0,47000.0,0.0,0.0,Composite,Very light streaking near shore; full streaking & clumped algae at waist depth,Moderate,Green,11.0,N,True,3,Streaks on surface,2015,8,18
M151400,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-08-25,13:30:00,17.59,330781.0,437500.0,0.0,0.0,Composite,Thick green scum; many insects living on 1st m of scum,Total,Green,23.0,N,False,0,Scums on surface,2015,8,25
M151405,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-09-01,13:34:59.998000,8.33,159920.0,59000.0,0.0,0.0,Composite,Some small pieces of scum on shore & near shore,Moderate,Green,13.0,N,False,0,Particles in water,2015,9,1
M151410,Pigeon Lake,Pigeon Lake Provincial Park,9180123.0,53.026787,-114.126792,2015-09-08,13:05:00.001000,60.47,330929.0,82500.0,0.0,0.0,Composite,Thin layer of scum,Total,Green,15.0,SE,False,0,Scums on surface,2015,9,8
M151426,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-06-09,10:25:00.002000,0.12,0.0,200.74999999999997,0.0,0.0,Composite,,Moderate,Green,16.0,S,False,0,Particles in water,2015,6,9
M151421,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-06-16,10:34:59.998000,<0.10,254647.0,760.0,0.0,0.0,Composite,,Slight,Green,14.0,S,False,0,Particles in water,2015,6,16
M151411,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-06-23,10:05:00.001000,0.12,738477.0,822.5,0.0,0.0,Composite,Pretty calm; little wind; wet sand,Slight,Green,13.0,SW,True,3,Particles in water,2015,6,23
M151416,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-07-02,09:35:00.004000,<0.10,56328.0,1322.5,0.0,0.0,Composite,Few particles; algae (green in colour) on shore; some green particles at bottom in water,Slight,Green,17.0,No wind,False,0,Particles in water,2015,7,2
M151361,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-07-07,09:49:59.998000,<0.10,22157.0,1820.0,0.0,0.0,Composite,,Clear,Green,16.0,NW,False,0,Particles in water,2015,7,7
M151366,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-07-14,09:40:00.002000,0.2,68893.0,5525.0,0.0,0.0,Composite,Windy near shores with waves; water much more turbid and green than last week,Moderate,Green,12.0,W,False,0,Particles in water,2015,7,14
M151371,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-07-21,09:49:59.998000,0.29,79771.0,1495.0,0.0,0.0,Composite,10 seagulls on shore before sampling; geese in water,Slight,Green,14.0,NW,True,10,Particles in water,2015,7,21
M151376,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-07-28,10:00:00.003000,0.83,153775.0,18375.0,0.0,0.0,Composite,More turbid and green than last week; grass clipping particles dense in water column,Slight,Green,9.0,NW,False,0,Particles in water,2015,7,28
M151381,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-08-04,10:00:00.003000,0.37,52189.0,1557.5,0.0,0.0,Composite,Light rain at time of sampling; waves & windy,Moderate,Green,16.0,NW,True,1,Particles in water,2015,8,4
M151386,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-08-11,10:05:00.001000,3.92,208031.0,1477.5,0.0,0.0,Composite,Green patches in brown scum/streaks; thick streaking 1 m from shore,Total,Green,15.0,NW,False,0,Scums on surface,2015,8,11
M151391,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-08-18,09:54:59.996000,22.38,102581.0,84500.0,0.0,0.0,Composite,Offensive odour; looks like pea soup; green scum on shore & water,Total,Green,9.0,NW,True,3,Scums on surface,2015,8,18
M151396,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-08-25,10:30:00,2.75,230082.0,93750.0,0.0,0.0,Composite,Scum/streaking is very thin layer; only particles in some areas; mostly streaking,Slight,Green,9.0,No wind,False,0,Scums on surface,2015,8,25
M151401,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-09-01,10:20:00.004000,438.5,829082.0,2187500.0,0.0,0.0,Composite,Offensive odour; first several metres is thick green sludge; 1 dead fish,Total,Green,5.0,NW,False,0,Scums on surface,2015,9,1
M151406,Pigeon Lake,Silver Beach,9621609.0,53.043709,-113.993969,2015-09-08,10:25:00.002000,51.51,665087.0,182250.0,0.0,0.0,Composite,Scum closer and streaking away from shore,Total,Green,11.0,No wind,False,0,Scums on surface,2015,9,8
M151517,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-06-08,11:57:00.003000,<0.10,636618.0,2550.0,0.0,0.0,Composite,,Clear,Colourless,21.0,NE,False,0,Not apparent,2015,6,8
M151434,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-06-15,10:59:59.997000,<0.10,388337.0,0.0,0.0,0.0,Composite,,Clear,Colourless,17.3,NW,,,Particles in water,2015,6,15
M151530,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-06-22,10:59:59.997000,<0.10,1527884.0,189.75,0.0,0.0,Composite,,Slight,Colourless,17.1,,False,0,Particles in water,2015,6,22
M151499,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-07-06,,,397042.0,680.0,0.0,0.0,,,,,,,,,,2015,7,6
M151484,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-08-06,10:34:59.998000,<0.10,63761.0,1015.0,0.0,0.0,Composite,,Slight,Brown,16.3,,True,,Particles in water,2015,8,6
M151485,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-08-10,09:00:00,0.66,255299.0,0.0,0.0,0.0,Composite,,Moderate,Green,20.0,,True,,Scums on surface,2015,8,10
M151490,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-08-17,10:39:59.996000,0.67,491040.0,2725.0,0.0,0.0,Composite,,Total,Green,17.1,,True,,Scums on surface,2015,8,17
M151497,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-08-24,10:30:00,1.2,500755.0,12250.0,0.0,0.0,Composite,,Total,Green,16.9,,False,0,Scums on surface,2015,8,24
M151532,Pigeon Lake,Zeiner Park,9180135.0,53.062174,-114.165139,2015-08-31,12:40:00.002000,3.3,418302.0,48000.0,0.0,0.0,Composite,,Total,Green,19.2,,False,0,Scums on surface,2015,8,31
M151082,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-06-10,12:29:59.997000,0.1,0.0,0.0,0.0,0.0,Composite,,Moderate,Colourless,21.3,N,False,0,Not apparent,2015,6,10
M151160,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-06-17,12:49:59.998000,0.12,0.0,0.0,0.0,0.0,Composite,,Slight,Brown,15.3,N,True,20,Not apparent,2015,6,17
M151110,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-06-24,12:04:59.998000,0.1,0.0,54.25,0.0,0.0,Composite,,Slight,Colourless,17.9,S,False,0,Not apparent,2015,6,24
M151083,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-06-29,12:08:00.004000,0.1,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,20.0,NE,True,1,Not apparent,2015,6,29
M151115,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-07-08,10:59:59.997000,0.1,0.0,0.0,0.0,0.0,Composite,,Clear,Colourless,19.0,E,False,0,Not apparent,2015,7,8
M151159,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-07-15,11:30:00.003000,0.15,6086.0,0.0,0.0,0.0,Composite,,Clear,Colourless,21.0,NE,False,0,Not apparent,2015,7,15
M151085,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-07-22,12:35:00.004000,0.18,86240.0,287.5,397.5,0.0,Composite,,Slight,Brown,20.7,S,False,0,Not apparent,2015,7,22
M151126,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-07-29,12:29:59.997000,0.19,50181.0,385.0,0.0,0.0,Composite,,Slight,Brown,18.0,W,False,0,Not apparent,2015,7,29
M151128,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-08-05,11:30:00.003000,0.49,116990.0,1925.0,0.0,0.0,Composite,,Moderate,Brown,18.0,N,True,20,Particles in water,2015,8,5
M151123,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-08-12,13:00:00.003000,0.74,77802.0,2120.0,0.0,0.0,Composite,,Slight,Colourless,20.0,NE,False,0,Not apparent,2015,8,12
M151133,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-08-19,12:29:59.997000,1,19303.0,13125.0,0.0,0.0,Composite,,Moderate,Brown,19.0,E,False,0,Not apparent,2015,8,19
M151088,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573.0,50.121816,-113.747921,2015-08-26,12:29:59.997000,0.67,47772.0,8775.0,0.0,0.0,Composite,,Moderate,Brown,17.0,E,False,0,Not apparent,2015,8,26
M151307,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-06-09,09:00:00,0.16,968.0,0.0,0.0,0.0,Composite,,Slight,Brown,16.2,NW,False,0,Particles in water,2015,6,9
M151271,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-06-16,08:44:59.997000,0.34,3820.0,174.0,0.0,0.0,Composite,,,,18.0,NW,,,,2015,6,16
M151274,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-06-23,09:09:59.996000,0.21,25923.0,422.49999999999994,0.0,0.0,Composite,,Slight,Green,19.0,NW,True,,,2015,6,23
M151315,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-07-02,09:15:00.003000,2.63,370297.0,51000.0,0.0,0.0,Composite,Slightly green,Moderate,Green,21.9,NW,,,Not apparent,2015,7,2
M151321,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-07-07,13:39:59.996000,1.23,66946.0,24675.0,0.0,0.0,Composite,,Slight,Colourless,18.6,NW,,,Particles in water,2015,7,7
M151331,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-07-14,13:39:59.996000,1.34,101663.0,41000.0,0.0,0.0,Composite,,,,,,,,,2015,7,14
M151336,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-07-21,13:14:59.997000,1.64,22740.0,59000.0,0.0,0.0,Composite,,Slight,Green,21.1,SW,,,Particles in water,2015,7,21
M151340,Pine Lake,Pine Lake Day Use,9720021.0,52.113595,-113.470187,2015-07-28,08:50:00.004000,1.05,83777.0,65000.0,0.0,0.0,Composite,,Slight,Other,18.2,SE,,,Particles in water,2015,7,28
